"","imputed_IND","imputed_OCC"
"1655","362","888"
"1656","641","435"
"1657","850","387"
"1658","842","157"
"1659","612","505"
"1660","342","804"
"1661","762","276"
"1662","460","695"
"1663","391","769"
"1664","762","456"
"1665","762","456"
"1666","400","637"
"1667","441","389"
"1668","612","13"
"1669","860","433"
"1670","60","595"
"1671","11","473"
"1672","410","804"
"1673","11","479"
"1674","840","84"
"1675","820","445"
"1676","342","365"
"1677","400","825"
"1678","831","339"
"1679","400","825"
"1680","342","683"
"1681","761","406"
"1682","771","806"
"1683","601","274"
"1684","11","473"
"1685","242","633"
"1686","242","633"
"1687","761","407"
"1688","101","888"
"1689","801","456"
"1690","601","243"
"1691","601","877"
"1692","601","877"
"1693","10","479"
"1694","831","95"
"1695","60","567"
"1696","180","777"
"1697","612","263"
"1698","711","313"
"1699","842","567"
"1700","700","337"
"1701","242","769"
"1702","850","133"
"1703","831","207"
"1704","700","19"
"1705","401","808"
"1706","761","407"
"1707","60","567"
"1708","342","453"
"1709","50","338"
"1710","761","406"
"1711","10","479"
"1712","352","779"
"1713","700","308"
"1714","842","157"
"1715","842","157"
"1716","761","406"
"1717","10","479"
"1718","11","473"
"1719","910","313"
"1720","612","505"
"1721","880","176"
"1722","832","447"
"1723","761","406"
"1724","30","59"
"1725","842","156"
"1726","60","516"
"1727","860","159"
"1728","342","386"
"1729","342","777"
"1730","850","133"
"1731","142","364"
"1732","641","19"
"1733","621","505"
"1734","632","566"
"1735","682","243"
"1736","600","29"
"1737","231","889"
"1738","871","313"
"1739","842","453"
"1740","262","889"
"1741","242","887"
"1742","812","84"
"1743","710","19"
"1744","372","518"
"1745","932","178"
"1746","580","567"
"1747","820","445"
"1748","242","785"
"1749","612","505"
"1750","212","637"
"1751","230","496"
"1752","282","653"
"1753","242","657"
"1754","242","709"
"1755","242","856"
"1756","242","598"
"1757","11","473"
"1758","11","473"
"1759","11","473"
"1760","922","5"
"1761","761","407"
"1762","850","453"
"1763","790","666"
"1764","850","164"
"1765","251","844"
"1766","530","259"
"1767","320","313"
"1768","331","704"
"1769","320","315"
"1770","612","885"
"1771","612","505"
"1772","762","276"
"1773","601","243"
"1774","101","313"
"1775","172","737"
"1776","172","185"
"1777","60","856"
"1778","602","243"
"1779","820","204"
"1780","251","779"
"1781","172","384"
"1782","850","143"
"1783","802","199"
"1784","802","199"
"1785","802","199"
"1786","682","274"
"1787","242","727"
"1788","60","855"
"1789","60","855"
"1790","241","883"
"1791","640","526"
"1792","530","243"
"1793","832","447"
"1794","460","19"
"1795","802","459"
"1796","831","386"
"1797","342","888"
"1798","262","727"
"1799","700","383"
"1800","11","473"
"1801","761","406"
"1802","732","25"
"1803","342","426"
"1804","11","473"
"1805","60","567"
"1806","60","389"
"1807","901","5"
"1808","910","228"
"1809","712","449"
"1810","910","417"
"1811","842","313"
"1812","642","276"
"1813","11","473"
"1814","151","744"
"1815","322","216"
"1816","11","473"
"1817","842","436"
"1818","760","668"
"1819","401","808"
"1820","850","147"
"1821","800","186"
"1822","342","784"
"1823","711","253"
"1824","631","243"
"1825","850","147"
"1826","850","27"
"1827","800","276"
"1828","751","514"
"1829","732","319"
"1830","751","514"
"1831","231","727"
"1832","552","337"
"1833","600","243"
"1834","892","315"
"1835","831","105"
"1836","831","447"
"1837","562","804"
"1838","732","26"
"1839","841","178"
"1840","812","95"
"1841","410","804"
"1842","172","735"
"1843","930","486"
"1844","60","844"
"1845","641","444"
"1846","842","453"
"1847","842","156"
"1848","850","453"
"1849","850","337"
"1850","641","436"
"1851","530","259"
"1852","840","19"
"1853","11","479"
"1854","11","473"
"1855","50","616"
"1856","762","449"
"1857","831","446"
"1858","910","178"
"1859","390","777"
"1860","172","19"
"1861","10","479"
"1862","342","27"
"1863","910","313"
"1864","60","567"
"1865","601","877"
"1866","212","777"
"1867","390","339"
"1868","212","27"
"1869","412","354"
"1870","842","14"
"1871","172","734"
"1872","762","449"
"1873","831","447"
"1874","850","216"
"1875","842","156"
"1876","711","253"
"1877","842","313"
"1878","762","466"
"1879","641","19"
"1880","850","126"
"1881","850","126"
"1882","642","453"
"1883","682","873"
"1884","850","687"
"1885","60","567"
"1886","371","785"
"1887","101","19"
"1888","591","264"
"1889","601","276"
"1890","11","473"
"1891","30","889"
"1892","180","453"
"1893","641","435"
"1894","20","223"
"1895","10","479"
"1896","761","406"
"1897","132","19"
"1898","630","264"
"1899","760","783"
"1900","922","5"
"1901","362","216"
"1902","831","313"
"1903","401","808"
"1904","761","407"
"1905","850","453"
"1906","541","313"
"1907","342","683"
"1908","401","507"
"1909","641","436"
"1910","591","19"
"1911","831","436"
"1912","712","254"
"1913","831","95"
"1914","831","389"
"1915","10","479"
"1916","761","406"
"1917","842","453"
"1918","151","744"
"1919","160","777"
"1920","262","727"
"1921","172","735"
"1922","10","479"
"1923","352","777"
"1924","742","313"
"1925","601","274"
"1926","20","319"
"1927","832","207"
"1928","760","507"
"1929","770","468"
"1930","761","407"
"1931","832","468"
"1932","842","156"
"1933","11","473"
"1934","11","479"
"1935","60","516"
"1936","591","276"
"1937","320","633"
"1938","10","479"
"1939","831","335"
"1940","641","435"
"1941","542","19"
"1942","421","19"
"1943","852","453"
"1944","632","243"
"1945","20","487"
"1946","410","804"
"1947","60","254"
"1948","842","313"
"1949","842","156"
"1950","882","19"
"1951","731","315"
"1952","761","406"
"1953","780","457"
"1954","601","276"
"1955","760","889"
"1956","762","748"
"1957","932","308"
"1958","842","157"
"1959","111","313"
"1960","410","804"
"1961","731","389"
"1962","342","683"
"1963","731","347"
"1964","401","808"
"1965","542","316"
"1966","731","19"
"1967","842","156"
"1968","322","637"
"1969","641","19"
"1970","401","808"
"1971","740","64"
"1972","601","877"
"1973","601","877"
"1974","892","188"
"1975","641","438"
"1976","831","453"
"1977","412","633"
"1978","271","166"
"1979","682","243"
"1980","711","379"
"1981","742","507"
"1982","401","808"
"1983","331","637"
"1984","242","633"
"1985","700","316"
"1986","842","313"
"1987","910","379"
"1988","60","569"
"1989","322","796"
"1990","621","885"
"1991","700","308"
"1992","410","379"
"1993","101","223"
"1994","881","19"
"1995","842","157"
"1996","550","259"
"1997","700","19"
"1998","601","243"
"1999","601","274"
"2000","772","458"
"2001","700","337"
"2002","641","436"
"2003","752","305"
"2004","432","338"
"2005","310","785"
"2006","831","95"
"2007","921","23"
"2008","831","95"
"2009","892","163"
"2010","850","137"
"2011","641","19"
"2012","882","57"
"2013","850","229"
"2014","740","385"
"2015","772","458"
"2016","641","438"
"2017","700","453"
"2018","771","748"
"2019","871","319"
"2020","871","19"
"2021","871","319"
"2022","601","243"
"2023","871","449"
"2024","550","28"
"2025","341","338"
"2026","742","19"
"2027","831","337"
"2028","850","14"
"2029","342","683"
"2030","342","777"
"2031","322","337"
"2032","682","274"
"2033","60","865"
"2034","401","469"
"2035","342","518"
"2036","852","329"
"2037","360","633"
"2038","612","313"
"2039","601","276"
"2040","601","438"
"2041","910","417"
"2042","360","379"
"2043","342","888"
"2044","591","23"
"2045","712","19"
"2046","831","95"
"2047","341","313"
"2048","841","313"
"2049","881","19"
"2050","831","95"
"2051","850","83"
"2052","882","19"
"2053","712","313"
"2054","850","14"
"2055","732","166"
"2056","910","386"
"2057","331","633"
"2058","391","365"
"2059","391","19"
"2060","842","157"
"2061","842","453"
"2062","732","195"
"2063","601","275"
"2064","612","243"
"2065","891","59"
"2066","881","159"
"2067","850","116"
"2068","732","19"
"2069","822","87"
"2070","822","319"
"2071","831","69"
"2072","342","385"
"2073","711","315"
"2074","441","348"
"2075","441","529"
"2076","711","319"
"2077","922","319"
"2078","712","567"
"2079","152","744"
"2080","60","315"
"2081","800","313"
"2082","331","704"
"2083","700","303"
"2084","310","55"
"2085","310","639"
"2086","412","216"
"2087","882","218"
"2088","711","19"
"2089","60","599"
"2090","322","216"
"2091","341","683"
"2092","630","264"
"2093","441","379"
"2094","910","417"
"2095","730","313"
"2096","682","243"
"2097","882","313"
"2098","882","335"
"2099","322","313"
"2100","220","764"
"2101","390","777"
"2102","191","754"
"2103","331","259"
"2104","850","118"
"2105","850","19"
"2106","562","259"
"2107","842","387"
"2108","530","259"
"2109","612","13"
"2110","342","364"
"2111","352","65"
"2112","262","337"
"2113","760","19"
"2114","760","376"
"2115","352","57"
"2116","342","784"
"2117","591","276"
"2118","282","708"
"2119","591","449"
"2120","722","257"
"2121","831","95"
"2122","700","23"
"2123","841","313"
"2124","562","13"
"2125","562","19"
"2126","171","278"
"2127","760","507"
"2128","710","337"
"2129","850","313"
"2130","180","259"
"2131","300","319"
"2132","592","243"
"2133","592","274"
"2134","932","5"
"2135","380","547"
"2136","410","804"
"2137","871","467"
"2138","712","579"
"2139","771","19"
"2140","742","599"
"2141","432","276"
"2142","151","877"
"2143","641","444"
"2144","641","443"
"2145","702","25"
"2146","161","518"
"2147","831","105"
"2148","831","95"
"2149","831","95"
"2150","172","335"
"2151","172","7"
"2152","172","64"
"2153","172","385"
"2154","712","254"
"2155","871","174"
"2156","812","313"
"2157","910","418"
"2158","530","313"
"2159","580","268"
"2160","751","505"
"2161","772","458"
"2162","741","426"
"2163","100","888"
"2164","262","883"
"2165","60","584"
"2166","222","753"
"2167","802","486"
"2168","641","435"
"2169","842","157"
"2170","842","157"
"2171","700","383"
"2172","700","19"
"2173","642","96"
"2174","111","888"
"2175","682","276"
"2176","341","23"
"2177","842","276"
"2178","331","873"
"2179","842","157"
"2180","621","505"
"2181","682","276"
"2182","371","637"
"2183","840","445"
"2184","372","677"
"2185","460","315"
"2186","760","547"
"2187","700","19"
"2188","871","467"
"2189","591","264"
"2190","60","865"
"2191","671","243"
"2192","640","267"
"2193","842","155"
"2194","871","313"
"2195","702","347"
"2196","100","777"
"2197","731","315"
"2198","100","777"
"2199","60","865"
"2200","761","406"
"2201","831","468"
"2202","910","178"
"2203","712","575"
"2204","842","387"
"2205","432","386"
"2206","151","744"
"2207","172","734"
"2208","641","438"
"2209","762","538"
"2210","871","467"
"2211","711","315"
"2212","601","877"
"2213","842","453"
"2214","831","95"
"2215","650","274"
"2216","760","804"
"2217","712","486"
"2218","871","447"
"2219","831","379"
"2220","220","764"
"2221","151","744"
"2222","151","777"
"2223","401","446"
"2224","881","19"
"2225","310","19"
"2226","372","785"
"2227","132","769"
"2228","932","5"
"2229","331","337"
"2230","112","888"
"2231","441","23"
"2232","850","313"
"2233","530","259"
"2234","742","348"
"2235","21","485"
"2236","831","313"
"2237","842","14"
"2238","842","157"
"2239","712","456"
"2240","220","764"
"2241","221","745"
"2242","220","883"
"2243","220","883"
"2244","641","444"
"2245","60","575"
"2246","762","426"
"2247","60","313"
"2248","151","308"
"2249","172","337"
"2250","751","505"
"2251","881","469"
"2252","530","337"
"2253","670","806"
"2254","641","276"
"2255","751","514"
"2256","641","435"
"2257","642","274"
"2258","60","849"
"2259","322","426"
"2260","850","389"
"2261","831","105"
"2262","290","723"
"2263","591","243"
"2264","60","567"
"2265","641","435"
"2266","60","576"
"2267","60","313"
"2268","331","633"
"2269","840","313"
"2270","331","364"
"2271","641","443"
"2272","641","438"
"2273","401","313"
"2274","710","255"
"2275","850","453"
"2276","641","436"
"2277","710","534"
"2278","401","808"
"2279","700","389"
"2280","591","877"
"2281","151","335"
"2282","850","144"
"2283","682","274"
"2284","632","453"
"2285","790","666"
"2286","60","558"
"2287","700","389"
"2288","562","364"
"2289","850","313"
"2290","60","599"
"2291","682","567"
"2292","101","275"
"2293","891","19"
"2294","60","53"
"2295","831","447"
"2296","610","274"
"2297","831","446"
"2298","780","458"
"2299","901","453"
"2300","310","335"
"2301","312","707"
"2302","220","363"
"2303","220","764"
"2304","242","785"
"2305","711","313"
"2306","151","19"
"2307","842","156"
"2308","640","276"
"2309","922","376"
"2310","591","264"
"2311","601","686"
"2312","831","217"
"2313","740","313"
"2314","831","84"
"2315","831","95"
"2316","700","19"
"2317","882","57"
"2318","842","19"
"2319","710","255"
"2320","712","486"
"2321","641","435"
"2322","641","436"
"2323","641","436"
"2324","751","505"
"2325","322","313"
"2326","831","447"
"2327","111","779"
"2328","221","745"
"2329","702","337"
"2330","371","65"
"2331","342","779"
"2332","632","666"
