"","ind_70_final","ind_80","occ_70_final","occ_80"
"30587",228,360,321,216
"86543",718,712,903,453
"47452",407,400,452,689
"19459",167,291,441,633
"50193",417,410,715,804
"60492",587,501,341,344
"95922",779,771,314,275
"78564",669,641,915,435
"44415",358,182,643,888
"30091",227,352,471,796
"78260",669,641,915,435
"17546",147,291,431,576
"75717",669,641,902,449
"10959",69,60,510,759
"48291",407,400,390,364
"10919",69,60,430,555
"7936",68,60,751,869
"29787",227,352,381,365
"67213",628,601,310,276
"13528",107,230,761,496
"54742",468,462,481,518
"99983",838,831,916,444
"4675",47,40,651,709
"65236",619,671,264,277
"68385",628,601,231,243
"98125",809,802,755,486
"71865",648,621,473,505
"72799",657,630,205,29
"94630",777,762,314,317
"31217",237,370,602,785
"4715",47,40,415,567
"12502",69,60,510,579
"25144",207,341,694,785
"66535",628,601,305,337
"31238",237,232,612,769
"5282",49,42,640,699
"62299",609,591,360,338
"16468",139,270,622,766
"8591",68,60,436,853
"78811",677,642,332,356
"35228",288,112,690,688
"50741",417,410,705,805
"35360",289,120,441,803
"115333",858,850,372,313
"106234",849,841,370,313
"89003",739,740,285,257
"35591",289,120,604,754
"95069",779,771,643,888
"31375",239,371,314,327
"7335",67,60,415,567
"126562",937,910,964,418
"29454",227,362,372,313
"67962",628,601,634,888
"71224",648,621,623,885
"51972",428,422,545,696
"54944",468,462,430,575
"103439",838,831,925,777
"101848",838,831,83,206
"77120",669,641,915,435
"119816",897,892,190,194
"1780",17,10,801,473
"96141",787,772,944,458
"56986",527,550,762,877
"103829",838,831,922,446
"82486",707,700,301,383
"78221",669,641,915,435
"24668",207,341,12,55
"117186",877,880,86,176
"125406",937,930,755,486
"123891",917,932,912,433
"36771",317,142,672,738
"7164",67,60,245,558
"49736",417,410,715,804
"19153",158,282,690,777
"114884",858,850,32,164
"115263",858,850,372,313
"6859",67,60,615,573
"88268",729,730,372,313
"72512",657,630,205,29
"52946",448,441,314,275
"24674",207,341,602,785
"95005",779,771,314,275
"29067",219,351,690,765
"95529",779,771,611,747
"34348",278,102,332,356
"17842",147,270,225,33
"89826",748,742,482,558
"33365",259,390,690,719
"76146",669,641,912,436
"113217",857,842,144,157
"118546",878,871,223,19
"75949",669,641,912,437
"75691",669,641,915,435
"43316",339,172,245,19
"101662",838,831,755,486
"21358",187,320,651,709
"107287",857,842,142,156
"95502",779,771,551,667
"82902",707,700,56,8
"108977",857,842,32,164
"115516",858,850,913,444
"20148",168,300,680,783
"24196",199,340,441,633
"116375",867,860,145,159
"78969",677,642,64,96
"50795",418,411,372,313
"38363",319,151,551,667
"25464",208,342,602,785
"111302",857,842,144,157
"26644",208,342,665,784
"14212",108,231,643,888
"11711",69,60,522,585
"67838",628,601,631,686
"37338",317,142,672,738
"58001",748,742,305,337
"92923",769,761,984,407
"53601",448,441,552,529
"57546",527,550,394,389
"17198",139,270,345,385
"92731",769,761,981,404
"85505",717,711,375,386
"95683",779,771,630,748
"24965",207,341,325,335
"5884",67,60,415,567
"8495",68,60,452,35
"72790",657,630,283,264
"34069",269,101,705,806
"59103",539,530,282,259
"68441",628,601,634,888
"74049",619,671,231,13
"90083",749,750,305,337
"19218",158,282,152,217
"85558",717,711,265,253
"112821",857,842,142,156
"100484",838,831,65,84
"73264",658,631,283,265
"68812",637,610,374,368
"49774",417,410,715,804
"71781",648,621,623,885
"29232",219,351,780,889
"92536",769,761,980,406
"90571",757,751,473,505
"25945",208,342,622,766
"34423",278,121,694,889
"111048",857,842,174,163
"103493",838,831,902,449
"119359",739,740,343,308
"10988",69,60,522,585
"31348",239,371,665,784
"73828",667,632,440,599
"53928",449,442,385,348
"119138",888,882,95,173
"124529",937,910,30,179
"54470",467,460,525,695
"67184",628,601,310,276
"46194",387,212,706,856
"118984",888,882,152,217
"50444",417,410,715,804
"2800",17,10,801,473
"35983",299,130,643,754
"26105",137,261,245,19
"52179",447,440,183,185
"87568",718,712,270,254
"25170",208,371,245,19
"72131",657,630,231,243
"104129",838,831,925,447
"79437",678,650,283,274
"101944",838,831,916,439
"96142",787,772,944,458
"71254",648,621,245,243
"120781",907,412,331,355
"95574",779,771,314,275
"69401",639,612,305,337
"14395",108,231,753,878
"21372",187,320,461,637
"54674",467,460,152,217
"18328",149,280,690,717
"90561",757,751,473,505
"94995",779,771,630,748
"50974",418,411,753,883
"104653",839,832,926,207
"102455",838,831,75,95
"35651",297,112,415,567
"107643",857,842,144,157
"43722",347,192,461,637
"39613",319,151,663,744
"28918",219,351,780,889
"69963",639,612,473,505
"97350",798,742,191,189
"59539",558,552,715,804
"29693",227,352,13,19
"37144",317,142,441,633
"48014",407,400,360,338
"46065",387,212,345,385
"37408",317,142,3,229
"36890",317,142,660,717
"62336",627,600,283,274
"39792",319,151,611,747
"62142",698,691,283,274
"94013",777,762,910,434
"56922",527,550,705,806
"70128",639,612,473,505
"97572",807,800,942,468
"27324",729,730,12,55
"123688",917,921,1,23
"99783",769,761,982,407
"10070",69,60,415,567
"21433",187,320,651,709
"121002",907,412,224,17
"91000",757,751,473,505
"22103",188,321,602,785
"114761",858,850,382,387
"61039",607,580,705,805
"87927",728,722,903,453
"8978",68,60,751,599
"74621",669,641,914,436
"80009",688,672,245,243
"126729",937,910,31,178
"29676",227,352,1,23
"7038",68,60,751,869
"125024",937,910,100,174
"110903",857,842,144,157
"91704",769,761,984,407
"17784",147,271,680,783
"58629",758,752,481,507
"18159",149,280,903,453
"22780",197,331,14,57
"12317",69,60,510,556
"34430",278,121,694,889
"39858",327,152,663,744
"1279",17,11,801,473
"119104",888,882,152,217
"108484",857,842,144,157
"101772",838,831,923,95
"28291",219,351,561,634
"111926",857,842,142,156
"112970",857,842,391,315
"57504",527,550,643,888
"83278",708,702,372,313
"65245",619,671,262,277
"125356",937,910,964,418
"42287",339,172,375,386
"127108",937,910,964,414
"88941",739,740,705,805
"13129",77,60,680,783
"46116",387,212,245,19
"1456",17,10,801,473
"126374",937,930,755,486
"82417",707,700,202,19
"81010",697,682,283,274
"40647",328,160,441,633
"56783",527,550,282,259
"14576",109,241,785,889
"17361",147,291,785,889
"49665",417,410,705,805
"116946",877,880,903,453
"75601",669,641,910,434
"53288",448,441,554,527
"27431",209,350,245,19
"104976",839,832,925,447
"113837",858,850,903,453
"107711",857,842,144,157
"121588",897,891,162,216
"114751",858,850,370,313
"118746",888,882,2,43
"74245",668,640,482,526
"57174",527,550,305,337
"112859",857,842,382,387
"100003",838,831,341,344
"2978",17,10,801,473
"93029",769,761,982,405
"30974",228,360,416,569
"30331",227,352,602,636
"64399",609,591,283,264
"71689",648,621,245,243
"125473",937,910,391,315
"32069",258,292,692,777
"96201",787,772,944,458
"118531",809,802,915,435
"44068",349,180,695,779
"29139",157,281,694,795
"113705",858,850,116,119
"102103",838,831,922,446
"68253",628,601,705,805
"13214",77,60,436,844
"40205",329,161,14,57
"111936",857,842,142,156
"47606",407,400,455,824
"79520",678,650,245,243
"81706",707,700,305,337
"104549",839,832,925,447
"75169",669,641,910,434
"99839",829,820,921,445
"124032",339,172,422,734
"44335",357,181,602,785
"22919",197,331,621,709
"42240",339,172,405,679
"1508",17,10,822,479
"91999",769,761,984,407
"89190",747,741,962,426
"30203",227,352,471,508
"108711",857,842,142,156
"64810",617,592,381,365
"19312",158,282,695,633
"84428",717,711,325,335
"98958",828,812,65,84
"45188",377,200,10,48
"13008",77,60,535,653
"115841",858,850,124,138
"13593",107,230,372,313
"44216",357,181,694,873
"44688",367,191,770,889
"125940",937,921,201,5
"28617",219,351,473,505
"93178",769,761,980,406
"46129",387,212,372,313
"122780",917,901,391,315
"85027",717,711,372,313
"102936",838,831,325,335
"66890",628,601,310,276
"15027",118,242,441,633
"20414",169,301,391,315
"22744",197,331,461,637
"121593",917,932,715,804
"37806",318,150,245,19
"43202",339,172,343,308
"108214",857,842,142,156
"14291",108,231,662,727
"74160",668,640,284,267
"117458",878,871,100,174
"17914",148,272,372,313
"82513",707,700,301,383
"93865",777,762,901,449
"107336",857,842,144,157
"51458",427,421,245,19
"119536",889,890,1,23
"101444",838,831,666,766
"116872",877,880,86,176
"69553",639,612,473,505
"92835",769,761,984,407
"111665",857,842,142,156
"36368",307,132,674,749
"78023",669,641,912,433
"65074",619,671,264,277
"67257",628,601,762,877
"35711",297,121,692,777
"45952",379,210,641,756
"53995",467,460,332,356
"28995",219,351,680,783
"96529",787,772,944,458
"52021",429,432,305,337
"20665",178,311,441,633
"63179",609,591,283,264
"49763",417,410,245,19
"59344",377,200,694,757
"64177",609,591,394,389
"126290",937,910,391,315
"48274",407,400,713,825
"125029",937,910,964,418
"87072",718,712,372,313
"84573",717,711,326,375
"24118",199,340,571,544
"1992",17,11,822,479
"35720",297,121,312,303
"24790",207,341,153,213
"59875",567,560,282,259
"42324",339,172,405,737
"116592",867,860,141,159
"106288",927,910,31,178
"48600",408,401,703,808
"72293",657,630,613,666
"20842",279,110,381,365
"86693",718,712,270,254
"88960",739,740,345,303
"22569",197,331,325,335
"82964",707,700,301,383
"118277",887,881,372,313
"116665",869,872,441,415
"74696",669,641,912,437
"12361",69,60,431,576
"84303",717,711,55,65
"103210",838,831,391,315
"26623",208,342,602,785
"41959",338,171,422,734
"72984",657,630,283,264
"112810",857,842,376,314
"102804",838,831,925,447
"36979",317,142,663,744
"114659",858,850,481,549
"34304",278,102,604,754
"26845",208,342,602,683
"114967",858,850,123,137
"114422",858,850,174,163
"43537",347,192,690,757
"41381",338,171,266,278
"40166",337,162,692,777
"58483",539,530,715,804
"77440",669,641,911,443
"125581",937,910,222,5
"81281",698,691,395,379
"63596",609,591,355,347
"39991",327,152,663,777
"59691",559,531,612,769
"30285",227,362,323,373
"45172",377,200,394,389
"115217",858,850,903,453
"78933",677,642,283,274
"62656",609,591,231,13
"98303",809,802,740,487
"19652",208,342,381,365
"12207",69,60,522,557
"50606",417,410,715,804
"99580",829,820,921,445
"110952",857,842,144,157
"90180",749,750,245,19
"59663",559,531,424,849
"19868",168,300,690,717
"25458",208,342,602,785
"37802",317,142,652,637
"104855",839,832,916,444
"103342",838,831,376,314
"43923",348,180,715,804
"88425",197,331,372,313
"73726",667,632,284,266
"5241",49,42,640,848
"13370",77,60,436,844
"43301",339,172,530,734
"122471",917,910,325,335
"33223",259,391,643,888
"40851",329,161,372,313
"74800",669,641,915,435
"33579",268,100,86,176
"45414",377,200,695,779
"125326",937,910,903,453
"48133",407,400,780,869
"100983",838,831,926,207
"21627",187,320,245,19
"18336",149,280,690,777
"55267",477,470,545,696
"25966",208,342,694,785
"95900",779,771,630,748
"23889",197,331,653,708
"12024",69,60,535,653
"98445",809,802,245,19
"6389",67,60,415,567
"64609",617,592,231,243
"83266",708,701,301,383
"77091",669,641,310,276
"76508",669,641,910,434
"51517",427,421,163,226
"86202",717,711,305,337
"29768",227,352,323,373
"66824",628,601,762,877
"96539",787,772,944,458
"27892",219,351,656,706
"109481",857,842,916,444
"4688",47,40,614,598
"70815",648,621,473,505
"51334",427,421,233,13
"55077",469,461,545,696
"121992",917,932,320,316
"120219",907,412,361,354
"67889",628,601,245,243
"1347",17,10,801,473
"116802",877,880,86,176
"26943",208,342,535,653
"15733",127,251,481,518
"60416",208,342,481,503
"56761",527,550,192,197
"124437",927,901,372,313
"21134",179,312,614,777
"38247",319,151,663,744
"35087",287,111,372,313
"66324",629,602,245,243
"101561",839,832,212,15
"24854",207,341,610,796
"19424",159,290,652,704
"110603",857,842,144,157
"67314",628,601,245,243
"35762",297,121,281,259
"31001",228,360,522,585
"117431",877,880,903,453
"11433",69,60,510,579
"113228",857,842,142,156
"79348",677,642,283,274
"115242",858,850,481,549
"18976",158,282,680,783
"42864",339,172,530,734
"113953",858,850,140,154
"50537",417,410,360,338
"41241",338,171,422,734
"97577",807,800,185,186
"35372",289,120,695,777
"66852",628,601,631,686
"6152",67,60,750,869
"112461",857,842,142,156
"117126",877,880,86,176
"73665",667,632,753,883
"600",17,10,801,473
"86984",718,712,270,254
"23092",197,331,650,708
"85304",717,711,376,314
"55830",507,500,282,269
"34427",278,121,694,889
"81955",707,700,323,363
"104385",838,831,902,449
"39845",319,151,481,518
"56298",508,541,233,13
"36649",317,142,903,453
"115140",858,850,1,23
"52089",429,432,372,313
"109167",857,842,325,335
"21561",187,320,680,783
"1440",17,11,823,479
"116328",867,851,394,323
"17036",139,270,323,633
"76393",669,641,911,443
"84049",709,710,271,255
"85511",717,711,265,253
"62383",609,591,245,19
"100061",737,731,75,95
"52075",427,421,390,318
"12177",69,60,550,597
"81818",707,700,301,303
"89668",748,742,372,313
"67395",628,601,220,243
"103624",838,831,75,447
"2268",17,10,822,479
"7010",67,60,285,257
"74768",669,641,910,434
"35410",289,120,575,757
"17903",148,272,13,56
"91815",769,761,984,407
"30504",227,362,3,229
"120113",907,412,331,355
"56705",527,550,391,315
"102939",838,831,925,447
"77198",669,641,910,434
"104793",839,832,915,435
"88588",737,731,602,785
"42423",339,172,192,197
"123288",917,932,391,315
"120150",907,412,361,354
"54942",468,462,152,217
"46399",387,212,690,777
"100646",838,831,925,447
"29038",219,351,374,364
"99653",829,820,62,85
"96470",787,772,944,458
"66504",628,601,283,274
"103581",838,831,372,313
"29687",227,352,461,637
"113549",857,842,903,453
"70453",647,620,245,243
"45165",377,200,1,23
"109824",867,860,144,157
"30098",227,352,441,633
"104543",839,832,925,447
"92211",769,761,980,406
"107881",857,842,903,453
"60204",108,231,715,804
"116731",877,880,223,19
"66512",628,601,310,276
"25052",207,341,552,529
"41387",338,171,184,195
"105103",839,832,925,447
"45662",379,210,233,13
"19338",159,290,692,777
"42936",339,172,422,734
"110632",857,842,142,156
"73980",668,640,305,337
"17530",139,270,680,783
"67669",628,601,245,243
"103075",838,831,305,337
"65621",627,600,762,877
"104956",839,832,925,447
"101338",838,831,925,447
"57186",527,550,762,877
"23103",197,331,233,13
"2589",17,10,801,473
"111528",857,842,144,157
"108376",857,842,902,453
"25900",208,342,360,338
"105299",847,830,71,88
"42251",339,172,342,344
"66159",628,601,762,877
"90424",757,751,473,505
"67050",628,601,903,453
"79117",677,642,64,96
"75595",669,641,915,435
"108941",857,842,142,156
"38173",319,151,663,744
"108600",857,842,372,313
"7935",68,60,245,19
"107603",937,901,530,734
"94965",779,771,611,747
"109662",857,842,144,157
"30471",227,362,651,644
"81684",707,700,202,25
"113055",857,842,32,164
"121958",917,932,381,365
"56599",527,550,282,259
"101219",838,831,903,453
"40975",337,162,695,859
"15942",127,251,715,804
"83947",709,710,903,453
"1189",17,10,801,473
"10924",69,60,510,579
"87825",727,721,394,389
"56359",508,541,282,259
"17253",147,271,381,307
"16576",158,282,715,804
"10235",139,270,56,8
"93912",669,641,230,19
"85245",717,711,325,335
"121300",907,412,361,354
"17830",147,271,374,364
"68066",628,601,762,877
"83954",709,710,391,385
"10069",69,60,522,585
"85149",748,742,326,375
"121374",228,360,312,303
"76494",669,641,912,436
"96154",787,772,944,458
"20210",168,300,680,783
"109064",857,842,144,157
"99828",829,820,921,445
"93429",769,761,984,407
"123054",917,901,694,455
"38121",319,151,663,744
"26960",208,342,245,19
"10406",69,60,430,575
"40064",327,152,245,19
"99094",828,812,65,84
"3703",17,10,822,479
"64834",617,592,283,274
"65142",619,671,264,277
"45006",369,192,183,185
"87536",718,712,902,449
"124998",937,910,395,379
"103263",838,831,75,447
"8553",68,60,161,218
"61922",647,620,245,243
"120843",907,412,331,355
"85004",717,711,372,313
"8197",68,60,222,5
"26172",207,341,430,575
"106589",857,842,75,95
"31591",247,372,621,709
"87809",727,721,395,379
"99235",828,812,922,446
"28761",219,351,14,57
"119691",877,880,185,186
"82402",707,700,301,383
"67533",628,601,310,276
"42177",339,172,260,256
"78256",669,641,314,275
"86692",718,712,372,313
"50859",418,411,715,804
"53033",448,441,385,348
"6973",67,60,11,53
"100255",838,831,360,338
"116947",877,880,903,453
"105802",848,840,705,805
"107511",857,842,142,156
"81259",609,591,395,379
"37927",319,151,643,888
"49235",417,410,715,804
"85671",717,711,265,253
"68975",638,611,283,274
"86930",718,712,265,253
"81092",697,682,283,274
"10002",69,60,415,567
"97920",807,800,914,438
"41423",338,171,266,278
"94882",769,761,980,406
"4567",28,31,752,498
"97941",808,801,902,453
"21718",187,320,561,634
"7870",68,60,473,507
"90009",748,742,374,364
"74292",668,640,341,344
"73217",658,631,283,265
"99279",828,812,65,84
"64077",609,591,310,276
"90962",757,751,245,19
"6082",67,60,245,558
"77050",669,641,230,19
"111146",857,842,144,157
"40709",337,162,690,777
"61866",608,530,305,337
"52009",429,432,220,19
"96132",787,772,944,458
"33604",268,100,690,764
"110012",857,842,144,157
"60497",587,562,753,883
"126386",937,910,394,389
"50080",417,410,715,804
"85326",717,711,265,253
"74374",669,641,915,435
"117603",878,871,100,174
"32776",259,391,643,888
"18595",187,320,652,705
"4476",27,30,780,495
"1281",17,10,801,473
"38624",319,151,663,744
"74943",669,641,910,434
"7714",68,60,751,599
"99124",828,812,65,84
"86630",718,712,270,254
"33971",268,100,305,337
"75946",669,641,916,444
"107437",857,842,903,453
"97958",808,801,372,313
"14417",109,241,374,364
"102736",838,831,370,313
"62002",609,591,283,264
"67151",628,601,631,686
"51958",429,432,310,276
"13019",77,60,421,588
"89513",587,532,245,19
"41990",338,171,422,736
"107600",857,842,903,453
"6030",718,712,11,53
"16386",139,270,622,766
"123139",917,901,492,533
"78894",677,642,762,877
"116480",867,922,174,163
"43812",347,192,45,73
"81124",698,691,310,276
"91947",769,761,984,407
"53322",448,441,554,527
"36694",317,142,545,699
"18025",148,272,481,516
"15427",119,250,753,878
"41332",697,682,281,278
"115146",858,850,32,164
"40721",329,161,281,259
"121377",138,262,680,783
"80104",689,681,283,274
"24246",199,340,762,877
"121808",917,910,344,345
"24706",207,341,485,523
"103954",838,831,64,96
"71410",648,621,623,885
"10767",69,60,470,534
"76177",669,641,911,443
"72739",657,630,310,276
"43357",339,172,162,216
"125818",937,910,961,413
"73968",668,640,245,243
"99186",828,812,925,447
"73658",667,632,560,566
"89413",748,742,372,313
"123379",917,932,701,828
"71654",648,621,245,243
"92238",769,761,980,406
"54140",467,460,433,577
"33733",17,11,245,19
"119535",889,890,372,313
"32659",259,391,694,779
"81111",698,691,283,274
"64826",617,592,231,243
"25183",207,341,552,529
"111058",857,842,144,157
"74082",668,640,284,267
"70186",639,612,370,313
"51301",419,420,764,887
"93167",769,761,980,406
"31554",259,391,694,779
"25251",207,341,656,706
"113210",857,842,916,444
"111147",857,842,144,157
"97838",807,800,175,187
"101077",838,831,75,95
"46195",387,212,13,56
"7520",68,60,751,599
"59658",559,531,424,849
"76748",669,641,305,337
"73853",667,632,705,805
"9511",69,60,430,575
"103717",838,831,902,449
"87115",718,712,321,376
"96045",787,772,944,458
"11725",69,60,510,579
"70547",609,591,245,19
"54351",467,460,313,378
"101072",838,831,80,203
"93717",769,761,755,486
"61864",608,530,602,785
"24588",207,341,152,217
"124909",927,901,345,309
"75989",669,641,915,435
"5931",67,60,372,313
"79272",677,642,64,96
"100064",18,20,740,487
"95878",779,771,705,806
"93812",777,762,901,448
"42685",339,172,405,679
"32510",258,362,13,19
"55364",477,470,334,366
"48440",408,401,394,363
"95401",779,771,473,507
"104332",838,831,82,205
"64035",609,591,283,274
"26880",208,342,602,683
"29477",227,362,610,689
"6317",67,60,415,567
"65383",627,600,283,274
"26954",208,342,656,706
"27802",219,351,610,796
"56317",508,541,305,337
"100394",838,831,76,98
"3341",17,11,822,479
"65069",619,671,262,277
"28079",219,351,610,796
"8387",68,60,1,23
"35582",289,120,706,856
"75657",669,641,230,19
"30387",227,362,6,44
"95837",779,771,1,23
"77284",669,641,230,19
"73102",657,630,283,264
"58244",537,521,282,259
"108387",857,842,142,156
"124417",927,931,376,314
"125886",937,910,30,179
"50923",418,411,753,883
"75051",669,641,915,435
"11032",69,60,245,19
"70912",648,621,623,885
"29753",227,352,514,645
"68582",629,602,915,438
"9191",68,60,11,53
"96153",787,772,944,458
"12931",77,60,245,19
"112885",857,842,142,156
"52309",447,440,193,198
"72390",657,630,283,264
"46605",389,221,374,364
"82834",707,700,394,389
"40147",328,160,650,708
"76591",807,800,185,186
"107094",857,842,240,14
"96013",787,772,944,458
"99956",839,832,925,447
"125611",917,932,222,8
"116965",877,880,220,19
"46845",389,221,441,633
"30008",227,352,1,23
"13298",77,60,751,869
"89322",748,742,643,888
"89306",748,742,690,719
"60225",569,502,305,337
"32166",258,362,162,216
"119650",897,891,395,379
"54577",467,460,12,55
"83952",709,710,391,315
"78467",669,641,910,434
"48393",408,401,703,808
"52158",447,440,430,575
"37086",317,142,162,216
"27027",208,342,372,313
"96119",787,772,944,458
"85401",717,711,310,276
"89503",618,670,394,347
"21811",187,320,281,259
"105514",848,840,80,203
"126511",937,930,222,5
"83389",708,702,360,338
"54242",467,460,376,314
"96855",788,780,935,457
"15439",119,250,575,675
"67825",628,601,762,877
"71396",648,621,245,243
"52662",448,441,372,313
"45263",377,200,751,865
"62081",609,591,231,13
"88245",729,730,32,164
"107361",857,842,143,155
"37985",319,151,441,633
"70628",647,620,283,263
"11551",69,60,415,567
"82930",707,700,301,383
"92802",769,761,984,407
"103835",838,831,80,203
"38543",319,151,245,19
"36882",838,831,673,739
"28492",219,351,441,633
"7177",67,60,372,313
"9292",69,60,245,19
"3062",17,10,801,473
"60822",587,562,643,888
"84038",709,710,245,19
"27587",219,351,561,634
"90014",758,752,492,509
"117885",878,922,100,174
"90174",749,750,372,313
"43564",347,192,643,888
"412",17,11,801,473
"63038",609,591,441,633
"1080",17,10,801,473
"52576",448,441,552,529
"2724",17,10,801,473
"10871",69,60,415,567
"12575",77,60,415,567
"81881",707,700,301,383
"46789",389,221,610,796
"10426",69,60,430,575
"28770",219,351,473,507
"78644",677,642,283,274
"66444",628,601,310,276
"20175",168,300,305,337
"18420",149,280,441,633
"77409",669,641,915,435
"99146",828,812,65,84
"8993",68,60,161,218
"59982",339,172,355,347
"71492",648,621,245,243
"105990",849,841,31,178
"28704",219,351,305,337
"92453",769,761,984,407
"81870",707,700,301,383
"104082",838,831,75,95
"14434",109,241,690,765
"103610",838,831,394,389
"68020",628,601,402,687
"95011",779,771,314,275
"113165",857,842,391,315
"74273",668,640,284,267
"83585",708,702,372,313
"125970",937,910,961,417
"51181",419,420,760,843
"117381",877,880,86,176
"93364",769,761,984,407
"86005",717,711,372,313
"98187",809,802,305,337
"16166",138,262,503,719
"59832",567,560,245,243
"46604",389,221,575,769
"20748",178,311,22,258
"108924",857,842,142,156
"10752",69,60,245,19
"84271",717,711,265,253
"110600",857,842,144,157
"37399",317,142,141,159
"95461",779,771,903,453
"32556",337,162,530,734
"76194",669,641,912,436
"69299",639,612,345,385
"123702",917,932,381,365
"68057",628,601,1,23
"16227",138,262,281,259
"36670",317,142,620,756
"11210",67,60,441,558
"11658",69,60,522,557
"52513",448,441,245,19
"5548",57,50,640,825
"101651",848,840,83,206
"68306",628,601,715,804
"93658",419,420,661,829
"25092",207,341,610,796
"16145",138,262,621,709
"49487",417,410,394,343
"7610",68,60,751,869
"33518",268,100,281,259
"107433",867,860,142,156
"36294",307,132,671,739
"55",17,10,822,479
"38404",319,151,663,744
"34418",278,102,690,769
"1534",17,11,801,473
"4141",18,20,471,508
"83831",709,710,333,357
"7957",68,60,436,855
"121483",917,931,215,36
"1021",17,10,801,473
"23343",197,331,431,576
"103949",838,831,926,207
"24203",199,340,962,426
"53615",448,441,341,344
"490",17,10,801,473
"79529",679,561,753,883
"103597",838,831,926,207
"67131",628,601,441,633
"110731",857,842,382,387
"75524",669,641,911,443
"1069",17,11,801,473
"24334",199,340,602,785
"27774",219,351,680,783
"104382",838,831,80,203
"27856",219,351,481,518
"37960",319,151,643,888
"112114",857,842,372,313
"68681",637,610,402,687
"97069",788,780,935,457
"103541",838,831,925,447
"67185",628,601,283,274
"39265",319,151,663,744
"32761",539,530,425,185
"123931",917,932,471,508
"31344",258,362,374,307
"61314",607,580,715,804
"97023",788,780,935,457
"100825",838,831,75,95
"79266",677,642,283,274
"90690",757,751,473,505
"86319",717,711,265,253
"41711",338,171,422,736
"71050",648,621,623,885
"61752",608,530,705,805
"124430",927,931,12,55
"109576",857,842,144,157
"8554",68,60,245,19
"64675",617,592,283,274
"93606",769,761,942,406
"80982",697,630,944,458
"60341",587,562,325,335
"34257",269,101,705,806
"10907",69,60,430,575
"4836",48,41,545,696
"81051",539,530,283,259
"34436",268,100,633,686
"91712",769,761,980,406
"3237",17,11,801,473
"107751",857,842,142,156
"50218",417,410,715,804
"38319",319,151,694,777
"70739",648,621,623,885
"75006",669,641,230,19
"70598",647,620,441,503
"44716",368,192,690,777
"93213",769,761,984,407
"110791",857,842,142,156
"119201",889,890,1,23
"3769",17,11,822,488
"123549",917,931,312,379
"18675",158,282,753,883
"84418",717,711,265,253
"45443",377,200,162,225
"126447",937,901,394,323
"93830",777,762,910,434
"35424",289,120,690,777
"5619",57,50,640,617
"38900",319,151,663,744
"115456",858,850,33,165
"78865",677,642,283,274
"14349",108,231,753,883
"36437",307,132,663,744
"40496",328,160,690,719
"114181",858,850,912,436
"104991",839,832,925,447
"26947",208,371,903,453
"9606",69,60,376,314
"116847",877,880,185,186
"101873",838,831,385,348
"114858",858,850,235,14
"122050",917,932,314,275
"125738",937,930,95,173
"28807",219,351,652,705
"6371",67,60,415,567
"50492",417,410,715,804
"3122",17,11,801,473
"42380",339,172,345,385
"12801",77,60,415,567
"692",17,10,801,473
"39804",319,151,612,769
"48993",219,351,714,809
"83137",707,700,394,389
"15158",118,242,663,744
"120384",907,412,331,355
"765",17,10,372,313
"88146",728,722,962,426
"118786",888,882,2,43
"75280",669,641,310,276
"24574",239,371,610,633
"111160",857,842,903,453
"52664",448,441,12,55
"110639",857,842,144,157
"59967",568,540,343,308
"73496",667,632,231,13
"29401",227,352,680,783
"51979",428,422,245,558
"111964",857,842,142,156
"9781",69,60,245,19
"27359",209,350,602,683
"42520",339,172,690,734
"38331",319,151,663,744
"64974",618,670,245,243
"99174",828,812,364,319
"27810",219,351,473,505
"100131",838,831,394,389
"95485",779,771,395,315
"124254",927,931,395,379
"98243",809,802,310,276
"15566",119,250,764,887
"92598",769,761,984,407
"34354",278,102,360,338
"83034",707,700,202,7
"6384",67,60,22,258
"78164",669,641,913,444
"102124",838,831,65,84
"18244",149,280,695,779
"87082",718,712,1,23
"58951",539,530,233,13
"88531",737,731,245,185
"115789",858,850,153,213
"95693",779,771,245,19
"2732",17,10,822,479
"45610",379,211,643,888
"66757",628,601,631,686
"48616",408,401,703,808
"117026",877,880,90,177
"93320",769,761,942,468
"66904",628,601,245,243
"20766",178,311,690,777
"24689",207,341,461,637
"110671",857,842,142,156
"33077",259,390,690,753
"103901",838,831,901,449
"63165",609,591,381,365
"4101",18,20,822,479
"42988",339,172,422,734
"104168",838,831,705,805
"73609",667,632,284,266
"13634",107,230,761,496
"117946",878,871,100,174
"101005",838,831,75,95
"18690",158,282,602,633
"42535",339,172,530,734
"18399",149,280,690,669
"89106",739,740,245,13
"105979",849,841,333,357
"55811",507,500,305,337
"5459",49,42,545,696
"99140",828,812,65,84
"101852",838,831,916,439
"67814",628,601,283,274
"10081",68,60,436,844
"11056",69,60,510,579
"57606",527,550,705,806
"36542",309,141,483,518
"67358",628,601,634,888
"124837",927,931,11,53
"62460",609,591,381,365
"48997",409,402,714,809
"83308",708,702,372,313
"93579",769,761,982,405
"21979",188,321,692,777
"36885",317,142,673,739
"83543",708,702,333,357
"49413",417,410,303,339
"33205",259,391,394,389
"41141",337,162,690,765
"95840",779,771,285,257
"81651",707,700,325,335
"37855",319,151,663,744
"58216",537,521,381,365
"111127",857,842,142,156
"122818",27,30,370,313
"123942",917,932,1,23
"98368",809,802,711,813
"19161",158,282,612,769
"37583",317,142,495,549
