"","ind_70_final","ind_80","occ_70_final","occ_80"
"41301",338,171,266,278
"85975",717,711,326,375
"5078",49,42,394,389
"104598",839,832,925,447
"104929",839,832,925,447
"53565",448,441,385,306
"98717",828,812,922,446
"35140",287,111,643,754
"121739",258,292,694,547
"92553",769,761,925,447
"54477",467,460,522,585
"37140",317,142,674,749
"31408",239,371,461,637
"108756",857,842,240,14
"69103",638,611,631,686
"31102",229,361,602,636
"26298",208,342,374,364
"64948",618,670,602,508
"91369",759,760,492,509
"61926",608,530,231,13
"4745",47,40,640,889
"33018",398,392,245,19
"62284",609,591,482,526
"21169",179,312,481,549
"18981",138,262,692,777
"78915",677,642,310,276
"124095",927,921,1,36
"95287",779,771,715,805
"118317",887,881,611,747
"125327",937,910,391,315
"100981",838,831,916,444
"103641",838,831,75,447
"40770",329,161,643,888
"97929",807,800,370,313
"11233",69,60,535,653
"104630",839,832,925,447
"35646",297,121,345,385
"50665",417,410,245,19
"47390",407,400,452,689
"17800",147,271,424,849
"61993",609,591,394,389
"41592",338,171,184,195
"61153",607,580,245,243
"66224",628,601,914,438
"62183",609,591,283,274
"54979",469,461,694,873
"77737",669,641,230,19
"62341",609,591,381,365
"30240",227,352,461,637
"72229",657,630,283,264
"80991",697,682,245,243
"75720",669,641,915,435
"24095",197,331,602,785
"84688",717,711,265,253
"61226",539,530,473,526
"87760",727,721,260,256
"30681",228,360,245,19
"41427",338,171,266,278
"69862",639,612,764,887
"73898",667,632,183,185
"29119",219,351,561,634
"13184",77,60,550,597
"107985",857,862,143,155
"15163",118,242,690,706
"14120",108,231,753,878
"68108",628,601,283,276
"18553",157,281,651,644
"54686",468,462,522,585
"72662",657,630,260,256
"40822",329,161,694,737
"20838",178,311,245,19
"86627",718,712,216,16
"58630",539,530,282,259
"92784",769,761,984,407
"78654",677,642,310,276
"38742",319,151,611,747
"56769",527,550,706,856
"125330",937,910,960,425
"14471",109,241,410,563
"107239",857,842,144,157
"1753",17,10,801,473
"32269",258,292,663,744
"52828",448,441,552,529
"21185",147,271,690,725
"71698",648,621,623,885
"15350",119,250,281,259
"114924",858,850,235,14
"3371",17,10,822,479
"50006",417,410,715,804
"101733",838,831,926,207
"106736",857,842,144,157
"45229",377,200,1,23
"90149",749,750,711,813
"47869",407,400,376,314
"69205",639,612,22,258
"20767",178,311,656,706
"74235",469,461,32,164
"48879",408,401,764,887
"9567",69,60,430,575
"2206",17,11,801,473
"64379",609,591,283,267
"80026",688,672,245,243
"14550",109,241,690,777
"27692",219,351,343,308
"100496",838,831,925,447
"13317",77,60,245,558
"122901",917,901,635,723
"121773",917,932,492,547
"108938",857,842,144,157
"126853",419,420,715,804
"4718",47,40,51,75
"2438",17,10,801,473
"52930",448,441,394,389
"46251",387,212,903,453
"4036",18,20,740,487
"99191",828,812,65,84
"41789",338,171,233,13
"25051",207,341,770,889
"62933",609,591,325,335
"122723",917,910,394,389
"61702",609,591,283,268
"42366",339,172,391,315
"1220",17,10,801,473
"31574",247,372,604,754
"92095",769,761,980,406
"56007",749,750,473,507
"9575",69,60,550,597
"43593",347,192,10,48
"36763",317,142,245,19
"83533",708,702,394,316
"22580",197,331,653,708
"98247",809,802,915,435
"109640",857,842,144,157
"117805",878,922,100,174
"75527",669,641,911,443
"14252",328,160,692,777
"6211",67,60,415,567
"12735",77,60,415,567
"90911",757,751,305,337
"86709",718,712,903,453
"77988",669,641,910,434
"25714",208,342,325,335
"82250",707,700,305,337
"93861",777,762,901,449
"118563",887,881,101,175
"55777",507,500,282,269
"89499",748,742,391,315
"28056",219,351,652,777
"125811",937,910,964,418
"64980",618,670,705,806
"109090",857,842,144,157
"79457",678,650,245,243
"31600",247,372,372,313
"103457",838,831,305,337
"7484",68,60,715,804
"113079",857,842,912,436
"48742",408,401,703,808
"45402",377,200,690,699
"68905",638,611,283,274
"29050",219,351,602,785
"42029",338,171,315,359
"64690",627,600,283,274
"107934",857,842,174,163
"120301",907,412,331,355
"111049",857,842,144,157
"24056",199,340,372,313
"41347",338,171,422,734
"29432",227,352,152,217
"3252",17,11,824,479
"125882",937,910,964,418
"20339",168,300,372,313
"99446",828,812,65,84
"97778",807,800,903,453
"17434",147,271,461,637
"95762",779,771,611,747
"63978",609,591,283,264
"64574",617,592,395,379
"24993",207,341,13,26
"30935",228,360,452,796
"126112",937,910,922,446
"50493",417,410,763,859
"62298",609,591,283,274
"112687",857,842,144,157
"51799",427,421,163,226
"79949",688,672,305,337
"32280",698,691,374,364
"41485",338,171,705,805
"8486",68,60,715,804
"25252",207,341,12,55
"52884",448,441,552,529
"7879",68,60,162,216
"73943",668,640,372,313
"15029",118,242,753,878
"122673",917,932,12,55
"65580",627,600,914,436
"82557",707,700,202,25
"16838",139,270,23,59
"123538",917,921,312,303
"11530",69,60,436,853
"36471",308,140,374,364
"96234",787,772,944,458
"100846",838,831,926,207
"6612",67,60,415,567
"23219",197,331,535,653
"87957",728,722,902,453
"69122",638,611,631,686
"45862",379,210,610,689
"78184",669,641,915,435
"8061",68,60,751,599
"67493",628,601,310,276
"66210",628,601,631,686
"9925",69,60,534,595
"110182",857,842,240,14
"45301",377,200,151,224
"41464",338,171,481,549
"1443",17,11,801,473
"117736",878,871,372,313
"100462",838,831,75,447
"122496",917,931,12,55
"42917",339,172,391,315
"26849",208,371,323,373
"67869",628,601,310,276
"16392",139,270,624,799
"116239",859,852,330,329
"110360",857,842,382,387
"10963",69,60,410,563
"15996",128,252,785,889
"108956",857,842,382,387
"5423",49,42,640,633
"16869",139,270,612,769
"95925",779,771,314,275
"5124",49,42,545,696
"1709",17,11,801,473
"125242",937,882,11,53
"98314",809,802,481,549
"18542",157,281,690,777
"98455",809,802,180,199
"77012",669,641,912,437
"106938",857,842,142,156
"59582",558,552,715,804
"87747",727,721,245,187
"14492",109,241,903,453
"73986",668,640,245,243
"80548",619,671,262,283
"107403",857,842,142,156
"78398",669,641,915,435
"71419",648,621,715,804
"56034",507,500,282,259
"63729",609,591,283,274
"18864",158,282,705,805
"39829",319,151,245,19
"52872",448,441,245,13
"77146",669,641,914,438
"9382",69,60,550,597
"61087",607,580,284,268
"67739",628,601,231,13
"97237",798,791,194,194
"68492",629,602,245,243
"96312",787,772,944,458
"35418",289,120,943,454
"74437",669,641,230,19
"61513",607,521,470,534
"95268",779,771,285,275
"9587",69,60,510,556
"24422",207,341,692,777
"90186",749,750,715,804
"2032",17,10,801,474
"94972",779,771,303,339
"44758",368,192,281,259
"77715",669,641,916,444
"85874",717,711,265,253
"123006",627,600,510,579
"97195",797,790,613,666
"62205",609,591,962,426
"54599",467,460,692,779
"95286",779,771,611,748
"114011",858,850,140,154
"114094",858,850,903,453
"45661",379,211,281,259
"81802",707,700,372,313
"70777",648,621,56,27
"3376",17,10,801,473
"65724",627,600,245,243
"101347",838,831,74,97
"83848",709,710,325,335
"67763",628,601,381,307
"31023",229,361,441,633
"14880",118,242,610,796
"124166",927,931,56,27
"117192",877,880,86,176
"112997",857,842,372,313
"75770",669,641,911,443
"106436",849,841,31,178
"58482",539,530,323,373
"18367",149,280,622,766
"54644",467,460,334,366
"29920",227,352,381,365
"27975",219,351,651,709
"121967",917,932,222,37
"42898",339,172,281,257
"111677",857,842,903,448
"113234",857,842,916,439
"96544",787,772,944,458
"112386",408,401,703,808
"84835",717,711,372,313
"44709",367,191,715,804
"26990",208,342,503,675
"98120",809,802,902,449
"46022",379,211,281,259
"107307",857,842,142,156
"119508",889,890,1,23
"69911",639,612,473,505
"44504",358,182,694,779
"53635",448,441,12,55
"87852",727,721,482,599
"12038",69,60,522,585
"100470",838,831,394,389
"73862",779,771,630,748
"31356",239,371,372,313
"108646",857,842,142,156
"36957",317,142,663,744
"82820",707,700,202,7
"117945",878,871,311,377
"58546",539,530,282,259
"55542",478,471,780,889
"115200",858,850,115,135
"20134",158,282,245,19
"24553",207,341,692,779
"12713",77,60,750,869
"65956",628,601,762,877
"15028",118,242,441,633
"70854",648,621,623,885
"11577",69,60,415,567
"18458",157,281,690,859
"13335",77,60,715,804
"67438",628,601,762,877
"123109",917,932,23,59
"112070",857,842,372,313
"44557",359,190,45,73
"72699",657,630,245,243
"113035",857,842,240,14
"915",17,10,801,473
"61223",607,580,785,889
"70199",639,612,245,243
"14066",108,231,481,518
"24782",207,341,413,657
"15337",119,250,621,768
"94379",777,762,901,449
"83200",707,700,202,25
"84819",717,711,343,308
"85538",717,711,265,253
"78606",807,800,194,194
"17162",139,270,441,633
"109917",857,842,394,389
"97041",788,780,935,457
"61215",607,580,245,19
"17861",148,272,610,796
"61348",607,580,715,804
"115499",858,850,131,149
"71039",648,621,473,505
"47410",407,400,372,313
"62466",609,591,543,789
"107362",857,842,144,157
"61482",607,580,245,243
"11567",69,60,470,534
"10241",69,60,520,584
"105381",848,840,85,208
"5720",67,60,534,595
"25798",208,371,680,783
"10588",69,60,510,579
"45726",379,211,695,779
"53395",448,441,325,335
"104524",839,832,913,444
"80481",619,671,264,277
"108242",857,842,903,453
"48232",407,400,780,889
"70435",647,620,623,885
"7447",68,60,436,844
"69107",638,611,631,686
"45404",377,200,690,759
"68447",628,601,762,877
"86708",718,712,372,313
"106634",857,842,144,157
"53568",448,441,385,348
"63163",609,591,394,374
"50683",417,410,474,507
"72595",657,630,305,337
"98554",809,802,305,337
"20415",169,301,535,653
"20708",178,311,610,796
"112850",857,842,382,387
"115268",858,850,916,444
"17199",139,270,392,368
"86963",718,712,270,254
"13218",77,60,690,768
"41420",338,171,422,736
"67955",628,601,310,276
"4089",268,100,821,477
"89686",729,730,245,19
"44970",369,192,151,224
"56109",507,500,374,364
"8395",68,60,751,869
"84975",717,711,245,19
"105697",848,840,100,174
"11944",69,60,534,595
"1193",17,10,823,479
"45243",377,200,644,759
"27331",209,350,602,683
"57682",528,551,245,243
"124365",927,922,343,308
"86276",717,711,305,337
"32629",197,331,962,426
"122306",897,891,23,59
"118769",888,882,2,53
"43871",348,180,233,13
"12213",69,60,372,313
"118509",887,881,915,435
"115232",867,851,372,313
"106266",849,841,370,313
"110732",857,842,143,155
"28023",219,351,561,634
"99757",829,820,62,85
"100128",838,831,925,447
"110589",857,842,142,156
"10211",67,60,415,567
"21758",187,320,372,313
"98292",809,802,912,436
"91993",769,761,984,407
"66908",628,601,245,243
"124456",927,931,1,23
"50936",418,411,441,633
"109605",857,842,932,427
"126172",937,910,903,448
"110443",857,842,903,453
"4314",19,21,755,486
"42028",338,171,422,734
"28913",219,351,395,379
"59513",558,552,715,804
"49991",417,410,715,804
"104766",848,840,75,95
"62644",609,591,372,313
"1702",17,10,801,473
"115996",858,850,391,315
"45909",379,211,641,756
"29925",227,352,962,426
"26820",208,342,690,777
"31131",247,372,162,216
"31458",227,352,602,785
"66227",628,601,231,243
"55353",477,470,391,315
"44728",368,192,780,889
"81974",707,700,305,337
"50078",417,410,715,804
"102825",838,831,510,579
"111274",857,842,240,14
"45231",377,200,461,637
"122687",917,932,4,64
"20809",178,311,441,633
"113979",858,850,402,687
"88353",729,730,14,57
"21543",187,320,602,785
"58458",539,530,762,877
"34738",279,110,441,633
"92554",769,761,984,407
"5518",57,50,715,804
"57436",527,550,282,259
"7742",68,60,715,804
"102193",838,831,925,447
"93374",769,761,984,407
"117062",877,880,372,313
"94550",777,762,342,344
"69578",639,612,473,689
"22028",188,321,391,315
"123651",917,932,770,889
"19501",167,291,305,337
"60330",587,501,323,373
"126321",937,901,903,448
"34545",278,102,495,549
"58334",537,521,282,259
"29342",227,352,695,633
"24173",199,340,602,785
"72352",657,630,205,29
"35478",289,120,610,796
"113478",857,842,142,156
"99906",838,831,925,447
"43545",347,192,641,756
"85250",717,711,394,389
"52977",448,441,323,363
"125616",937,910,372,313
"5850",67,60,415,567
"59766",567,560,375,386
"63980",697,682,762,889
"60793",587,532,332,356
"37864",319,151,612,769
"48419",408,401,452,689
"101960",838,831,82,205
"15247",118,242,643,888
"79594",679,561,231,13
"115634",858,850,126,143
"33740",268,100,633,686
"117119",877,880,903,448
"61266",69,60,751,865
"51425",427,421,245,19
"84910",717,711,545,696
"101205",838,831,902,449
"31455",239,371,602,785
"4004",18,20,180,199
"119398",738,732,1,25
"13337",77,60,245,19
"119477",889,890,305,337
"65547",627,600,283,264
"20718",178,311,481,518
"85850",717,711,265,253
"58706",539,530,372,313
"31569",247,372,561,634
"47015",398,392,341,344
"65467",627,600,283,264
"87337",718,712,233,13
"58283",537,521,715,804
"68248",628,601,310,276
"30598",228,360,325,335
"77906",669,641,916,439
"106054",849,841,370,313
"98275",809,802,285,274
"98467",809,802,180,199
"77920",669,641,402,687
"7231",67,60,415,567
"44358",358,182,381,365
"58770",539,530,245,19
"97112",789,782,314,275
"94693",777,762,901,449
"118245",887,881,903,453
"88548",737,731,364,319
"75210",669,641,245,19
"1287",17,10,801,473
"124501",927,901,391,315
"5474",49,42,245,613
"52823",448,441,552,529
"18114",149,280,15,45
"85855",717,711,265,253
"75537",669,641,903,453
"10166",69,60,522,585
"46562",389,221,941,469
"62963",609,591,321,376
"35512",289,120,522,585
"60980",607,580,220,19
"16929",139,270,3,229
"63076",609,591,231,13
"64719",617,592,283,274
"20091",168,300,656,706
"123481",917,932,372,313
"92507",769,761,980,406
"100392",838,831,912,436
"72136",657,630,283,264
"53352",448,441,552,529
"13765",107,230,25,79
"98837",828,812,75,95
"92075",769,761,980,406
"62228",609,591,283,274
"118183",887,881,915,435
"50539",417,410,715,804
"60671",587,562,753,883
"100736",838,831,925,447
"111899",857,862,942,468
"98471",809,802,101,175
"67041",628,601,631,686
"78136",669,641,914,438
"32114",258,292,381,365
"43786",347,192,245,19
"49581",417,410,715,804
"122797",917,932,312,303
"50757",417,410,715,804
"26506",208,342,681,777
"111358",857,842,903,453
"75816",669,641,915,435
"26627",208,371,314,275
"79063",677,642,395,379
"42433",339,172,372,313
"105693",848,840,925,447
"30584",228,360,441,633
"74052",668,640,482,526
"65385",627,661,283,274
"109513",858,850,144,157
"2912",17,10,822,479
"99539",829,820,62,85
"120665",907,412,361,354
"68575",269,101,705,806
"79318",677,642,245,243
"14841",118,242,372,313
"24060",199,340,690,706
"61674",608,530,902,453
"85780",717,711,265,253
"1362",17,10,801,473
"54880",468,462,482,539
"16596",147,271,780,768
"12267",69,60,436,844
"76809",669,641,915,435
"8895",68,60,394,389
"63392",609,591,245,13
"7396",68,60,11,53
"36273",307,132,612,769
"101943",838,831,902,449
"7533",68,60,751,869
"59734",559,531,715,804
"11643",69,60,245,19
"52208",447,440,171,228
"50798",418,411,753,883
"57456",527,550,436,856
"59564",558,552,372,313
"29736",227,352,245,19
"19811",179,312,441,633
"1232",17,10,823,479
"35530",289,120,575,547
"25168",207,341,372,313
"28658",219,351,610,796
"116180",859,852,32,164
"50215",417,410,715,804
"9107",68,60,441,558
"87978",718,712,903,453
"120510",907,412,331,355
"122086",917,922,31,178
"49492",417,410,715,804
"89352",748,742,372,313
"31904",248,380,961,417
"13927",108,231,695,779
"22215",189,322,23,59
"77794",669,641,912,436
"41992",338,171,266,278
"96639",787,772,944,458
"1762",17,10,822,479
"117002",877,880,86,176
"10684",67,60,410,563
"120610",907,412,331,355
"84432",717,711,325,335
"107712",857,842,394,389
"121266",907,412,331,355
"110559",857,842,142,156
"7062",67,60,372,313
"42589",339,172,515,735
"50036",417,410,473,507
"101172",838,831,391,315
"103407",838,831,925,447
"4615",28,31,752,498
"65774",628,601,310,276
"25467",208,342,461,637
"55522",478,471,715,804
"5948",67,60,415,567
"107697",857,842,901,449
"10819",69,60,780,889
"78120",669,641,910,434
"97691",807,800,953,464
"23718",197,331,415,567
"37384",317,142,673,739
"80118",689,681,705,805
"65824",628,601,634,888
"123281",258,292,372,313
